name,image,image_local,wiki,icon,icon_local,personality,species,birthday,catchphrase,gender,coffee,milk,milk_numeric,sugar,sugar_numeric,song,style,rank,tier,primary_col,secondary_col,tertiary_col,col_guess_20,col_guess_10
Tiffany,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fb/NH-Tiffany_poster.png/revision/latest?cb=20200410185508,villager_models/Tiffany.png,/wiki/Tiffany,https://nookipedia.com/w/images/b/bf/Tiffany_NH_Icon.png,villager_icons/Tiffany.png,Snooty,Rabbit,January 9th,bun bun,Female,Killimanjaro,Little milk,1,One spoon,1,K.K. Rock,Rock n roll,277,5,#fbfbfb,#ff7473,#ffffff,White/Lightest Pastel,White/Light Pastels
Timbra,https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH-Timbra_poster.png/revision/latest?cb=20200410184616,villager_models/Timbra.png,/wiki/Timbra,https://nookipedia.com/w/images/4/49/Timbra_NH_Icon.png,villager_icons/Timbra.png,Snooty,Sheep,October 21st,pine nut,Female,House Blend,Regular milk,2,Two spoons,2,K.K. Cruisin',Ornate,288,6,#ffa80c,#0e7912,#ffa70b,Yellow/Ochre,"Yellows, Oranges & Ochres"
Tipper,https://vignette.wikia.nocookie.net/animalcrossing/images/6/64/NH-Tipper_poster.png/revision/latest?cb=20200328233604,villager_models/Tipper.png,/wiki/Tipper,https://nookipedia.com/w/images/b/b6/Tipper_NH_Icon.png,villager_icons/Tipper.png,Snooty,Cow,August 25th,pushy,Female,Blue Mountain,No milk,0,No sugar,0,Soulful K.K.,Flashy,278,5,#f4f4f4,#feb5e8,#737374,White/Lightest Pastel,White/Light Pastels
Tom,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7d/NH-Tom_poster.png/revision/latest?cb=20200410182901,villager_models/Tom.png,/wiki/Tom,https://nookipedia.com/w/images/4/4d/Tom_NH_Icon.png,villager_icons/Tom.png,Cranky,Cat,December 10th,me-YOWZA,Male,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Rally,Rock n roll,98,4,#3c50fc,#faf9f9,#d23f3e,Mid Blue,"Mid Blues, Cyans & Teals"
Truffles,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c9/NH-Truffles_poster.png/revision/latest?cb=20200328233618,villager_models/Truffles.png,/wiki/Truffles,https://nookipedia.com/w/images/a/a1/Truffles_NH_Icon.png,villager_icons/Truffles.png,Peppy,Pig,July 28th,snoutie,Female,Blue Mountain,Little milk,1,One spoon,1,Two Days Ago,Cute,279,5,#fcdeff,#5e3009,#fea0be,White/Lightest Pastel,White/Light Pastels
Tucker,https://vignette.wikia.nocookie.net/animalcrossing/images/3/32/NH-Tucker_poster.png/revision/latest?cb=20200328233625,villager_models/Tucker.png,/wiki/Tucker,https://nookipedia.com/w/images/c/cd/Tucker_NH_Icon.png,villager_icons/Tucker.png,Lazy,Elephant,September 7th,fuzzers,Male,Mocha,Regular milk,2,Two spoons,2,K.K. Safari,Iconic,170,5,#e2791a,#e2781a,#fefcdc,Yellow/Ochre,"Yellows, Oranges & Ochres"
Tutu,https://vignette.wikia.nocookie.net/animalcrossing/images/9/95/NH-Tutu_poster.png/revision/latest?cb=20200328233631,villager_models/Tutu.png,/wiki/Tutu,https://nookipedia.com/w/images/4/4b/Tutu_NH_Icon.png,villager_icons/Tutu.png,Peppy,Bear,November 15th,twinkles,Female,House Blend,Regular milk,2,Two spoons,2,K.K. Steppe,Cute,280,5,#fffeef,#ffffef,#7cdffe,White/Lightest Pastel,White/Light Pastels
Twiggy,https://vignette.wikia.nocookie.net/animalcrossing/images/5/52/NH-Twiggy_poster.png/revision/latest?cb=20200328233643,villager_models/Twiggy.png,/wiki/Twiggy,https://nookipedia.com/w/images/7/7c/Twiggy_NH_Icon.png,villager_icons/Twiggy.png,Peppy,Bird,July 13th,cheepers,Female,Killimanjaro,No milk,0,No sugar,0,K.K. Calypso,Flashy,281,5,#fefd54,#efa125,#5c9cda,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Tybalt,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Tybalt_poster.png/revision/latest?cb=20200410183724,villager_models/Tybalt.png,/wiki/Tybalt,https://nookipedia.com/w/images/e/ed/Tybalt_NH_Icon.png,villager_icons/Tybalt.png,Jock,Tiger,August 19th,grrRAH,Male,Killimanjaro,No milk,0,No sugar,0,K.K. Salsa,Unknown,214,5,#ffec9c,#f8e048,#101018,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Ursala,https://vignette.wikia.nocookie.net/animalcrossing/images/2/23/NH-Ursala_poster.png/revision/latest?cb=20200328233702,villager_models/Ursala.png,/wiki/Ursala,https://nookipedia.com/w/images/1/15/Ursala_NH_Icon.png,villager_icons/Ursala.png,Sisterly,Bear,January 16th,grooomph,Female,Mocha,No milk,0,No sugar,0,K.K. Country,Unknown,288,6,#d99198,#f6f7a3,#402818,Pastel Brown/Green,Greens
Velma,https://vignette.wikia.nocookie.net/animalcrossing/images/1/17/NH-Velma_poster.png/revision/latest?cb=20200328233708,villager_models/Velma.png,/wiki/Velma,https://nookipedia.com/w/images/8/8c/Velma_NH_Icon.png,villager_icons/Velma.png,Snooty,Goat,January 14th,blih,Female,Mocha,Lots of milk,3,Three spoons,3,K.K. Étude,Official,288,6,#feacc8,#b02a00,#ffabc7,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Vesta,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Vesta_poster.png/revision/latest?cb=20200410184828,villager_models/Vesta.png,/wiki/Vesta,https://nookipedia.com/w/images/9/98/Vesta_NH_Icon.png,villager_icons/Vesta.png,Normal,Sheep,April 16th,baaaffo,Female,Blue Mountain,Little milk,1,One spoon,1,K.K. Steppe,Historical,48,3,#2e0758,#ffffff,#fe9c00,Blue,Dark Blues and Purples
Vic,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Vic_poster.png/revision/latest?cb=20200328233722,villager_models/Vic.png,/wiki/Vic,https://nookipedia.com/w/images/6/60/Vic_NH_Icon.png,villager_icons/Vic.png,Cranky,Bull,December 29th,cud,Male,Blue Mountain,Regular milk,2,Two spoons,2,Lucky K.K.,Historical,282,5,#977734,#e4c26c,#fefffe,Grey Blue/Green,Greys
Victoria,https://vignette.wikia.nocookie.net/animalcrossing/images/4/46/NH-Victoria_poster.png/revision/latest?cb=20200328233729,villager_models/Victoria.png,/wiki/Victoria,https://nookipedia.com/w/images/8/8a/Victoria_NH_Icon.png,villager_icons/Victoria.png,Peppy,Horse,July 11th,sugar cube,Female,Mocha,Little milk,1,One spoon,1,K.K. Country,Sporty,288,6,#7f3e29,#c4c424,#fefffe,Maroon,Browns and Maroons
Violet,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b7/NH-Violet_poster.png/revision/latest?cb=20200328233736,villager_models/Violet.png,/wiki/Violet,https://nookipedia.com/w/images/6/6b/Violet_NH_Icon.png,villager_icons/Violet.png,Snooty,Gorilla,September 1st,sweetie,Female,Mocha,Lots of milk,3,Three spoons,3,K.K. Faire,Historical,283,5,#ffdfe6,#773265,#ffdfe7,White/Lightest Pastel,White/Light Pastels
Vivian,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d2/NH-Vivian_poster.png/revision/latest?cb=20200410183210,villager_models/Vivian.png,/wiki/Vivian,https://nookipedia.com/w/images/1/19/Vivian_NH_Icon.png,villager_icons/Vivian.png,Snooty,Wolf,January 26th,piffle,Female,House Blend,Lots of milk,3,Three spoons,3,K.K. Cruisin',Iconic,67,3,#e0c088,#606050,#4c73c1,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Vladimir,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Vladimir_poster.png/revision/latest?cb=20200328233749,villager_models/Vladimir.png,/wiki/Vladimir,https://nookipedia.com/w/images/1/15/Vladimir_NH_Icon.png,villager_icons/Vladimir.png,Cranky,Cub,August 2nd,nyet,Male,Mocha,Lots of milk,3,Three spoons,3,Agent K.K.,Flashy,288,6,#ff85bf,#ffdbdb,#ffe653,Pastel Pink,Pinks
Wade,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-Wade_poster.png/revision/latest?cb=20200410190514,villager_models/Wade.png,/wiki/Wade,https://nookipedia.com/w/images/2/26/Wade_NH_Icon.png,villager_icons/Wade.png,Lazy,Penguin,October 30th,so it goes,Male,Blue Mountain,No milk,0,No sugar,0,K.K. Jongara,Unknown,284,5,#d4d4d4,#171717,#fefefe,Muted Light Pastel,Greys
Walker,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e0/NH-Walker_poster.png/revision/latest?cb=20200328233803,villager_models/Walker.png,/wiki/Walker,https://nookipedia.com/w/images/e/e4/Walker_NH_Icon.png,villager_icons/Walker.png,Lazy,Dog,June 10th,wuh,Male,Mocha,Regular milk,2,Two spoons,2,Two Days Ago,Historical,135,4,#fefeff,#35342c,#ffffff,White/Lightest Pastel,White/Light Pastels
Walt,https://vignette.wikia.nocookie.net/animalcrossing/images/3/3a/NH-Walt_poster.png/revision/latest?cb=20200328233810,villager_models/Walt.png,/wiki/Walt,https://nookipedia.com/w/images/2/29/Walt_NH_Icon.png,villager_icons/Walt.png,Cranky,Kangaroo,April 24th,pockets,Male,Blue Mountain,Little milk,1,One spoon,1,Agent K.K.,Iconic,215,5,#727585,#b6c5d7,#fefe53,Grey Blue/Green,Greys
Wart Jr.,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f7/NH-Wart_Jr._poster.png/revision/latest?cb=20200328233816,villager_models/Wart Jr..png,/wiki/Wart_Jr.,https://nookipedia.com/w/images/0/06/Wart_Jr._NH_Icon.png,villager_icons/Wart Jr..png,Cranky,Frog,August 21st,grr-ribbit,Male,Blue Mountain,Regular milk,2,Two spoons,2,To The Edge,Historical,285,5,#f9ad3a,#f9ab3a,#ffab38,Orange,"Yellows, Oranges & Ochres"
Weber,https://vignette.wikia.nocookie.net/animalcrossing/images/5/54/NH-Weber_poster.png/revision/latest?cb=20200328233823,villager_models/Weber.png,/wiki/Weber,https://nookipedia.com/w/images/7/78/Weber_NH_Icon.png,villager_icons/Weber.png,Lazy,Duck,June 30th,quaa,Male,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Fusion,Unknown,286,5,#a07858,#502000,#f8a000,Grey Blue/Green,Greys
Wendy,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4e/NH-Wendy_poster.png/revision/latest?cb=20200410184538,villager_models/Wendy.png,/wiki/Wendy,https://nookipedia.com/w/images/0/0a/Wendy_NH_Icon.png,villager_icons/Wendy.png,Peppy,Sheep,August 15th,lambkins,Female,House Blend,Regular milk,2,Two spoons,2,K.K. Bossa,Flashy,136,4,#ff8b0c,#feda0a,#73d8e0,Yellow/Ochre,"Yellows, Oranges & Ochres"
Winnie,https://vignette.wikia.nocookie.net/animalcrossing/images/7/76/NH-Winnie_poster.png/revision/latest?cb=20200328233850,villager_models/Winnie.png,/wiki/Winnie,https://nookipedia.com/w/images/4/4d/Winnie_NH_Icon.png,villager_icons/Winnie.png,Peppy,Horse,January 31st,hay-OK,Female,Mocha,Little milk,1,One spoon,1,My Place,Modern,288,6,#f2f3f4,#b4a362,#010102,White/Lightest Pastel,White/Light Pastels
Whitney,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b0/NH-Whitney_poster.png/revision/latest?cb=20200410183425,villager_models/Whitney.png,/wiki/Whitney,https://nookipedia.com/w/images/4/4d/Whitney_NH_Icon.png,villager_icons/Whitney.png,Snooty,Wolf,September 17th,snappy,Female,Mocha,Little milk,1,One spoon,1,Lucky K.K.,Ornate,13,1,#e3fbfb,#ffffff,#e1fffd,White/Lightest Pastel,White/Light Pastels
Willow,https://vignette.wikia.nocookie.net/animalcrossing/images/0/05/NH-Willow_poster.png/revision/latest?cb=20200410184651,villager_models/Willow.png,/wiki/Willow,https://nookipedia.com/w/images/3/3d/Willow_NH_Icon.png,villager_icons/Willow.png,Snooty,Sheep,November 26th,bo peep,Female,Mocha,No milk,0,No sugar,0,K.K. Étude,Cute,109,4,#fefee3,#ff58fe,#c6be2c,White/Lightest Pastel,White/Light Pastels
Wolfgang,https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/NH-Wolfgang_poster.png/revision/latest?cb=20200410183450,villager_models/Wolfgang.png,/wiki/Wolfgang,https://nookipedia.com/w/images/d/db/Wolfgang_NH_Icon.png,villager_icons/Wolfgang.png,Cranky,Wolf,November 25th,snarrrl,Male,House Blend,Lots of milk,3,Three spoons,3,K.K. Song,Modern,26,2,#164368,#fff56e,#fe8a0f,Blue,Dark Blues and Purples
Yuka,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b6/NH-Yuka_poster.png/revision/latest?cb=20200328233904,villager_models/Yuka.png,/wiki/Yuka,https://nookipedia.com/w/images/2/2e/Yuka_NH_Icon.png,villager_icons/Yuka.png,Snooty,Koala,July 20th,tsk tsk,Female,Killimanjaro,Lots of milk,3,Three spoons,3,Soulful K.K.,Modern,287,5,#243c94,#eef1fb,#fafafa,Blue,Dark Blues and Purples
Zell,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c8/NH-Zell_poster.png/revision/latest?cb=20200328233911,villager_models/Zell.png,/wiki/Zell,https://nookipedia.com/w/images/2/27/Zell_NH_Icon.png,villager_icons/Zell.png,Smug,Deer,June 7th,pronk,Male,House Blend,Little milk,1,One spoon,1,K.K. D&B,Modern,68,3,#3c2d1b,#fffffd,#fcf9fa,Dark Grey/Black,Black and Dark Colours
Zucker,https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/NH-Zucker_poster.png/revision/latest?cb=20200416233351,villager_models/Zucker.png,/wiki/Zucker,https://nookipedia.com/w/images/c/c5/Zucker_NH_Icon.png,villager_icons/Zucker.png,Lazy,Octopus,March 8th,bloop,Male,Killimanjaro,Little milk,1,One spoon,1,Spring Blossoms,Official,42,3,#ffd38c,#7b3d33,#fe9e8e,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
